SPECIES,ORGANIZATION,HAUL_NO,DATE,LOCATION,LAT,LONG,BOTTOM_DEPTH(m),SAMPLE_NUM,LENGTH(mm),NUM_INDIVIDUALS,WET_WEIGHT(g),DRY_WEIGHT(g),AFDW(g),WATER_CONTENT(%mass),"WATER_CONTENT(%mass,AFDW)",WET:DRY,WET:DRY(AFDW),SUBSAMPLE_WEIGHT(g),GROSS_HEAT(J/Kg),"ENERGY_DENSITY(kJ/g,DRY)","ENERGY_DENSITY(kJ/g,WET)","ENERGY_DENSITY(kJ/g,WET,AFDW)",NOTES
KRILL,NOAA,9,5/1/2021,FARALLONES,37.416612,122.530817,138,8,20.27,23,2.3575,0.6907,0.664365126,0.707020148,0.718190827,3.413203996,3.548500529,0.6907,18359367.81,18.35936781,4.604471372,4.42891299,
KRILL,NOAA,9,5/1/2021,FARALLONES,37.416612,122.530817,138,9,18.92,22,2.0683,0.6123,0.588954346,0.703959774,0.715247137,3.377919321,3.511817199,0.6123,18374178.67,18.37417867,4.608185889,4.43248588,
KRILL,NOAA,9,5/1/2021,FARALLONES,37.416612,122.530817,138,10,20.05,21,2.176,0.6598,0.634643275,0.696783088,0.708344083,3.297969082,3.4286978,0.6598,18169102,18.169102,4.556753309,4.383014311,
KRILL,NOAA,28,5/5/2021,POINT SUR,36.175404,122.047076,104,1,16.08,37,2.1204,0.3199,0.307951795,0.849132239,0.854767122,6.62832135,6.885493225,0.3199,17591898.01,17.59189801,3.240343139,3.119316933,
KRILL,NOAA,28,5/5/2021,POINT SUR,36.175404,122.047076,104,2,17.05,38,2.0358,0.3556,0.342318407,0.825326653,0.83185067,5.724971879,5.947094747,0.3556,17225664.43,17.22566443,3.172884672,3.054378027,
KRILL,NOAA,28,5/5/2021,POINT SUR,36.175404,122.047076,104,3,17.05,35,2.007,0.3547,0.341452022,0.82326856,0.829869446,5.658302791,5.877838969,0.3547,16708352.1,16.7083521,3.077598225,2.962650511,
KRILL,NOAA,28,5/5/2021,POINT SUR,36.175404,122.047076,104,4,17.46,36,2.0332,0.3779,0.363785506,0.814135353,0.821077363,5.380259328,5.589007713,0.3779,16804077.49,16.80407749,3.095230382,2.97962411,
KRILL,NOAA,28,5/5/2021,POINT SUR,36.175404,122.047076,104,5,16.89,38,2.1222,0.3955,0.380728149,0.813636792,0.820597423,5.365865992,5.574055932,0.3955,17745672.32,17.74567232,3.268667628,3.146583508,
KRILL,NOAA,28,5/5/2021,POINT SUR,36.175404,122.047076,104,6,16.95,35,2.0322,0.4011,0.386118991,0.802627694,0.809999513,5.066566941,5.263144393,0.4011,16999934.23,16.99993423,3.131306253,3.014352554,
KRILL,NOAA,28,5/5/2021,POINT SUR,36.175404,122.047076,104,7,17.23,36,2.0123,0.4123,0.396900673,0.795110073,0.802762673,4.880669415,5.070034239,0.4123,16789823.21,16.78982321,3.092604812,2.977096605,
KRILL,NOAA,28,5/5/2021,POINT SUR,36.175404,122.047076,104,8,17.1,38,2.0112,0.3879,0.373412008,0.807130072,0.814333727,5.184841454,5.386007832,0.3879,17732323.2,17.7323232,3.266208785,3.144216502,
KRILL,NOAA,28,5/5/2021,POINT SUR,36.175404,122.047076,104,9,16.59,37,2.0431,0.3992,0.384289955,0.804610641,0.811908396,5.117985972,5.316558428,0.3992,16988092.23,16.98809223,3.129125014,3.012252784,
KRILL,NOAA,28,5/5/2021,POINT SUR,36.175404,122.047076,104,10,17.3,33,2.0554,0.3891,0.374567188,0.810693782,0.817764334,5.282446672,5.487400029,0.3891,17998723.32,17.99872332,3.315278407,3.191453383,
KRILL,NOAA,48,5/11/2021,PIEDRAS BLANCAS,35.419861,121.227555,441,1,17.35,31,2.1552,0.4141,0.399564197,0.807860059,0.814604585,5.204539966,5.393876664,0.4141,17118251.6,17.1182516,3.433049487,3.312542049,
KRILL,NOAA,48,5/11/2021,PIEDRAS BLANCAS,35.419861,121.227555,441,2,18.1,27,2.0185,0.3949,0.381038159,0.804359673,0.81122707,5.111420613,5.297369709,0.3949,16822348.13,16.82234813,3.37370632,3.255281956,
KRILL,NOAA,48,5/11/2021,PIEDRAS BLANCAS,35.419861,121.227555,441,3,18.92,26,2.0254,0.3865,0.372933017,0.809173497,0.815871918,5.240362225,5.431002106,0.3865,17078606.96,17.07860696,3.425098791,3.30487044,
KRILL,NOAA,48,5/11/2021,PIEDRAS BLANCAS,35.419861,121.227555,441,4,17.57,29,2.108,0.3607,0.348038652,0.828889943,0.834896275,5.844191849,6.056798534,0.3607,16903501.88,16.90350188,3.38998163,3.270985967,
KRILL,NOAA,48,5/11/2021,PIEDRAS BLANCAS,35.419861,121.227555,441,5,16.98,38,2.2252,0.4979,0.480422637,0.776244832,0.784099121,4.469170516,4.631755105,0.4979,16727614.65,16.72761465,3.354707609,3.23695014,
KRILL,NOAA,48,5/11/2021,PIEDRAS BLANCAS,35.419861,121.227555,441,6,17.01,42,2.4867,0.5533,0.533877977,0.77749628,0.78530664,4.494306886,4.657805914,0.5533,16780860.02,16.78086002,3.365385918,3.247253618,
KRILL,NOAA,48,5/11/2021,PIEDRAS BLANCAS,35.419861,121.227555,441,7,17.98,40,2.4015,0.4699,0.453405497,0.804330627,0.811199043,5.110661843,5.296583336,0.4699,17923157.14,17.92315714,3.594472547,3.468298812,
KRILL,NOAA,48,5/11/2021,PIEDRAS BLANCAS,35.419861,121.227555,441,8,17.78,40,2.1449,0.4221,0.40728338,0.803207609,0.810115446,5.081497276,5.266357786,0.4221,18108132.91,18.10813291,3.631569266,3.504093356,
KRILL,NOAA,48,5/11/2021,PIEDRAS BLANCAS,35.419861,121.227555,441,9,17.31,46,2.6694,0.5552,0.535711283,0.792013186,0.799313972,4.807997118,4.982907928,0.5552,17686995.13,17.68699513,3.547110475,3.422599251,
KRILL,NOAA,48,5/11/2021,PIEDRAS BLANCAS,35.419861,121.227555,441,10,17.54,40,2.3777,0.5285,0.509948511,0.777726374,0.785528658,4.498959319,4.662627599,0.5285,17349945.61,17.34994561,3.479515506,3.357377011,
KRILL,NOAA,67,5/22/2021,FARALLONES,37.35289,122.489182,73,1,19.78,17,2.0702,0.5731,0.552157132,0.723166844,0.733283194,3.612284069,3.749295047,0.5731,19573593.68,19.57359368,6.3182104,6.087323214,
KRILL,NOAA,67,5/22/2021,FARALLONES,37.35289,122.489182,73,2,20.98,18,2.058,0.6463,0.622682175,0.68595724,0.697433346,3.184279746,3.30505687,0.6463,19532038.35,19.53203835,6.304796648,6.074399643,
KRILL,NOAA,67,5/22/2021,FARALLONES,37.35289,122.489182,73,3,22.82,16,2.0653,0.5843,0.562947849,0.717087106,0.727425629,3.534656854,3.668723495,0.5843,19198661.66,19.19866166,6.197185133,5.970720589,
KRILL,NOAA,67,5/22/2021,FARALLONES,37.35289,122.489182,73,4,19.69,21,2.0171,0.6062,0.584047554,0.699469535,0.710451859,3.327449687,3.453657129,0.6062,19574152.32,19.57415232,6.318390725,6.087496949,
KRILL,NOAA,67,5/22/2021,FARALLONES,37.35289,122.489182,73,5,18.57,24,2.0748,0.6178,0.595223654,0.70223636,0.713117576,3.358368404,3.485748568,0.6178,19623394.28,19.62339428,6.334285663,6.102811036,
KRILL,NOAA,67,5/22/2021,FARALLONES,37.35289,122.489182,73,6,19.42,22,2.0648,0.6448,0.62123699,0.687717939,0.699129703,3.202233251,3.323691336,0.6448,19513891.28,19.51389128,6.298938909,6.068755964,
KRILL,NOAA,67,5/22/2021,FARALLONES,37.35289,122.489182,73,7,20.02,21,2.0685,0.6941,0.668735413,0.664442833,0.676705142,2.980118139,3.09315158,0.6941,19347387.73,19.34738773,6.245192802,6.016973908,
KRILL,NOAA,67,5/22/2021,FARALLONES,37.35289,122.489182,73,8,20.41,20,2.1077,0.7143,0.688197242,0.661099777,0.673484252,2.950720986,3.062639417,0.7143,18510136.09,18.51013609,5.974934202,5.756591403,
KRILL,NOAA,67,5/22/2021,FARALLONES,37.35289,122.489182,73,9,19.37,22,2.0727,0.7759,0.747546185,0.625657355,0.639337007,2.671349401,2.772671497,0.7759,16297021.79,16.29702179,5.260557373,5.06832014,
KRILL,NOAA,67,5/22/2021,FARALLONES,37.35289,122.489182,73,10,18.61,27,2.3716,0.8711,0.839267279,0.632695227,0.646117693,2.722534726,2.82579824,0.8711,18451614.01,18.45161401,5.95604371,5.738391229,
KRILL,NOAA,67,5/22/2021,FARALLONES,37.35289,122.489182,73,11,19.93,25,2.2719,0.8658,0.834160958,0.618909283,0.632835531,2.624047124,2.723575083,0.8658,18435400.86,18.43540086,5.950810226,5.733348993,
KRILL,NOAA,67,5/22/2021,FARALLONES,37.35289,122.489182,73,12,19.59,27,2.0635,0.7544,0.726831862,0.63440756,0.647767452,2.73528632,2.839033491,0.7544,18220284.41,18.22028441,5.881372237,5.666448485,
KRILL,NOAA,67,5/22/2021,FARALLONES,37.35289,122.489182,73,13,19.87,24,2.902,0.825,0.794851917,0.715713301,0.726102027,3.517575758,3.650994526,0.825,18321324.05,18.32132405,5.913987081,5.69787148,
KRILL,NOAA,67,5/22/2021,FARALLONES,37.35289,122.489182,73,14,19.66,26,2.3475,0.7956,0.766526286,0.661086262,0.673471231,2.950603318,3.062517287,0.7956,18169120.55,18.16912055,5.864856924,5.650536693,
KRILL,NOAA,72,5/24/2021,FALSE CAPE,40.291893,124.436369,1644,1,16.89,41,2.0671,0.4932,0.476547825,0.761404867,0.769460681,4.191200324,4.337654879,0.4932,21837447.68,21.83744768,4.713896886,4.554739072,
KRILL,NOAA,72,5/24/2021,FALSE CAPE,40.291893,124.436369,1644,2,16.84,41,2.0673,0.5192,0.501669974,0.748851159,0.757330831,3.981702619,4.120836623,0.5192,19355999.64,19.35599964,4.178244077,4.037171795,
KRILL,NOAA,72,5/24/2021,FALSE CAPE,40.291893,124.436369,1644,3,18.13,34,2.028,0.4195,0.405336198,0.793145957,0.80013008,4.834326579,5.003254115,0.4195,18845033.07,18.84503307,4.067945303,3.930597097,
KRILL,NOAA,72,5/24/2021,FALSE CAPE,40.291893,124.436369,1644,4,17.58,34,2.0337,0.4249,0.410553875,0.791070463,0.798124662,4.786302659,4.953552079,0.4249,18785164.87,18.78516487,4.055021974,3.918110105,
KRILL,NOAA,72,5/24/2021,FALSE CAPE,40.291893,124.436369,1644,5,17.35,35,2.0013,0.4198,0.405626069,0.790236346,0.797318708,4.767270129,4.933854488,0.4198,18954678.13,18.95467813,4.091613614,3.953466282,
KRILL,NOAA,72,5/24/2021,FALSE CAPE,40.291893,124.436369,1644,6,17.25,36,2.0345,0.4222,0.407945036,0.792479725,0.799486342,4.818806253,4.987191457,0.4222,19333235.1,19.3332351,4.173330056,4.032423688,
KRILL,NOAA,72,5/24/2021,FALSE CAPE,40.291893,124.436369,1644,7,16.89,41,2.1342,0.4892,0.47268288,0.77078062,0.778519876,4.36263287,4.515077851,0.4892,18778982.13,18.77898213,4.053687349,3.916820542,
KRILL,NOAA,72,5/24/2021,FALSE CAPE,40.291893,124.436369,1644,8,17.89,39,2.0234,0.4125,0.398572543,0.796135218,0.803018413,4.905212121,5.076616635,0.4125,18899820.1,18.8998201,4.079771795,3.942024285,
KRILL,NOAA,72,5/24/2021,FALSE CAPE,40.291893,124.436369,1644,9,18.01,34,2.045,0.4431,0.428139378,0.783325183,0.790640891,4.615211013,4.776481919,0.4431,18977872.21,18.97787221,4.096620357,3.95830398,
KRILL,NOAA,72,5/24/2021,FALSE CAPE,40.291893,124.436369,1644,10,17.15,37,2.089,0.4126,0.398669166,0.802489229,0.809157891,5.063015027,5.239933702,0.4126,19011234.32,19.01123432,4.103822002,3.965262472,
KRILL,NOAA,76,5/24/2021,FLINT ROCK HEAD,41.304853,124.289519,170,1,20.49,17,2.0937,0.5447,0.527643822,0.739838563,0.747984992,3.843767211,3.968017653,0.5447,19574152,19.574152,4.861141669,4.708924856,
KRILL,NOAA,76,5/24/2021,FLINT ROCK HEAD,41.304853,124.289519,170,2,20.49,18,2.0969,0.4948,0.479306339,0.76403262,0.771421461,4.237873888,4.374863897,0.4948,19627504.03,19.62750403,4.874391376,4.721759675,
KRILL,NOAA,76,5/24/2021,FLINT ROCK HEAD,41.304853,124.289519,170,3,19.1,22,2.1352,0.5621,0.544498976,0.736745972,0.744989239,3.798612347,3.921403149,0.5621,19363364.59,19.36336459,4.808793681,4.65821604,
KRILL,NOAA,76,5/24/2021,FLINT ROCK HEAD,41.304853,124.289519,170,4,19.74,20,2.0666,0.4909,0.47552846,0.762460079,0.769898161,4.2098187,4.34590182,0.4909,19303985.63,19.30398563,4.794047217,4.643931331,
KRILL,NOAA,76,5/24/2021,FLINT ROCK HEAD,41.304853,124.289519,170,5,19.01,21,2.0565,0.4982,0.482599875,0.757743739,0.765329504,4.127860297,4.261294097,0.6481,17424531.34,17.42453134,4.327294248,4.191793787,
KRILL,NOAA,76,5/24/2021,FLINT ROCK HEAD,41.304853,124.289519,170,6,19.5,18,2.1119,0.5144,0.498292605,0.756427861,0.76405483,4.105559876,4.23827281,0.6491,17508437.59,17.50843759,4.348131941,4.21197899,
KRILL,NOAA,76,5/24/2021,FLINT ROCK HEAD,41.304853,124.289519,170,7,19.87,19,2.0234,0.5483,0.531131095,0.729020461,0.737505636,3.690315521,3.80960561,0.6963,17189067.49,17.18906749,4.268817991,4.135148596,
KRILL,NOAA,76,5/24/2021,FLINT ROCK HEAD,41.304853,124.289519,170,8,19.93,19,2.0022,0.4988,0.483181088,0.750874039,0.758674914,4.014033681,4.143788016,0.6555,17141940.21,17.20455408,4.272664008,4.138874182,
KRILL,NOAA,76,5/24/2021,FLINT ROCK HEAD,41.304853,124.289519,170,9,18.99,22,2.0123,0.4972,0.481631188,0.752919545,0.760656369,4.047264682,4.178093215,0.6695,17204554.08,17.20455408,4.272664008,4.138874182,
KRILL,NOAA,76,5/24/2021,FLINT ROCK HEAD,41.304853,124.289519,170,10,19.45,20,2.0534,0.4899,0.474559773,0.761420084,0.768890731,4.191467646,4.326957565,0.6668,17208158.98,17.20815898,4.273559266,4.139741408,
KRILL,NOAA,94,5/30/2021,NWC STATION,44.298011,124.358149,142,1,16.69,40,2.134,0.4889,0.472400448,0.770899719,0.778631468,4.364900798,4.517353889,0.4889,18865126.18,18.86512618,4.739993051,4.559101025,
KRILL,NOAA,94,5/30/2021,NWC STATION,44.298011,124.358149,142,2,17.34,44,2.0737,0.4763,0.460225677,0.770313932,0.77806545,4.353768633,4.50583291,0.4763,18401970.53,18.40197053,4.623622,4.447171034,
KRILL,NOAA,94,5/30/2021,NWC STATION,44.298011,124.358149,142,3,16.91,44,2.099,0.4995,0.482642716,0.762029538,0.77006064,4.202202202,4.348972712,0.4995,18408690.05,18.40869005,4.625310326,4.448794928,
KRILL,NOAA,94,5/30/2021,NWC STATION,44.298011,124.358149,142,4,16.53,47,2.0381,0.5415,0.523225286,0.734311368,0.743277913,3.763804247,3.895262811,0.5415,18482905.01,18.48290501,4.643957347,4.466730324,
KRILL,NOAA,94,5/30/2021,NWC STATION,44.298011,124.358149,142,5,17.09,48,2.311,0.5875,0.567672864,0.745781047,0.754360509,3.933617021,4.071006644,0.5875,16398183.47,16.39818347,4.120156683,3.962919429,
KRILL,NOAA,94,5/30/2021,NWC STATION,44.298011,124.358149,142,6,16.45,45,2.1714,0.549,0.530472174,0.747167726,0.75570039,3.955191257,4.093334404,0.549,17852959.57,17.85295957,4.485679211,4.314492545,
KRILL,NOAA,94,5/30/2021,NWC STATION,44.298011,124.358149,142,7,16.74,44,2.0184,0.519,0.501484623,0.742865636,0.751543488,3.889017341,4.024849229,0.519,18058535.29,18.05853529,4.537331528,4.364173659,
KRILL,NOAA,94,5/30/2021,NWC STATION,44.298011,124.358149,142,8,17.56,48,2.1282,0.5666,0.547478204,0.733765624,0.742750586,3.756088952,3.887278043,0.5666,17862592.52,17.86259252,4.488099556,4.316820523,
KRILL,NOAA,94,5/30/2021,NWC STATION,44.298011,124.358149,142,9,16.73,50,2.1375,0.5651,0.546028826,0.735625731,0.744547918,3.782516369,3.914628492,0.5651,18027607.68,18.02760768,4.529560753,4.356699439,
KRILL,NOAA,94,5/30/2021,NWC STATION,44.298011,124.358149,142,10,17.33,41,2.2713,0.5979,0.577721881,0.736758684,0.745642636,3.798795785,3.9314765,0.5979,17800411.26,17.80041126,4.472476085,4.30179329,
KRILL,GOLDBOGEN,192,7/11/2022,DAVENPORT,,,,1,16.69,73,2.0374,0.4159,0.398630298,0.795867282,0.804343625,4.898773744,5.111001374,0.4159,15810223.45,15.81022345,3.456694417,3.313159714,
KRILL,GOLDBOGEN,192,7/11/2022,DAVENPORT,,,,2,17.34,69,2.0356,0.4114,0.394317154,0.797897426,0.80628947,4.947982499,5.162341981,0.4114,15083506.26,15.08350626,3.297807399,3.160870271,
KRILL,GOLDBOGEN,192,7/11/2022,DAVENPORT,,,,3,16.91,73,2.0239,0.4346,0.416553805,0.78526607,0.794182615,4.656925909,4.858676062,0.4346,14762575.05,14.76257505,3.227640072,3.09361655,
KRILL,GOLDBOGEN,192,7/11/2022,DAVENPORT,,,,4,16.53,60,2.0752,0.4315,0.413582528,0.792068234,0.800702328,4.809269988,5.017620084,0.4315,14950325.82,14.95032582,3.268689273,3.132961237,
KRILL,GOLDBOGEN,192,7/11/2022,DAVENPORT,,,,5,16.24,86,2.0725,0.4419,0.423550682,0.786779252,0.795632964,4.689975107,4.893157038,0.4419,14953012.63,14.95301263,3.269276708,3.133524279,
KRILL,GOLDBOGEN,192,7/11/2022,DAVENPORT,,,,6,17.12,77,2.0411,0.4545,0.435627483,0.777325952,0.7865722,4.490869087,4.685425226,0.4545,14633021.26,14.63302126,3.199314865,3.06646751,
KRILL,GOLDBOGEN,192,7/11/2022,DAVENPORT,,,,7,16.74,70,2.0321,0.4677,0.448279371,0.769844004,0.77940093,4.344879196,4.533110673,0.4677,14527047.85,14.52704785,3.176145192,3.044259928,
KRILL,GOLDBOGEN,192,7/11/2022,DAVENPORT,,,,8,17.56,75,2.0498,0.4755,0.455755486,0.768026149,0.777658559,4.310830705,4.497587112,0.4755,14374386.77,14.37438677,3.142767884,3.012268568,
KRILL,GOLDBOGEN,192,7/11/2022,DAVENPORT,,,,9,16.73,72,2.066,0.4622,0.443007751,0.776282672,0.785572241,4.469926439,4.663575288,0.4622,14115595.77,14.11559577,3.086186685,2.958036829,
KRILL,GOLDBOGEN,192,7/11/2022,DAVENPORT,,,,10,17.33,88,2.0358,0.4943,0.473774841,0.757196188,0.767278298,4.118551487,4.296977859,0.4943,13867027.65,13.86702765,3.031840582,2.905947377,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,1,141.74,1,20.3124,6.1421,5.976608571,0.697618204,0.705765514,3.307077384,3.398649879,1.1294,21803001.26,21.80300126,6.483599263,6.308906552,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,1,141.74,1,20.3124,6.1421,5.976608571,0.697618204,0.705765514,3.307077384,3.398649879,1.2033,21337560.66,21.33756066,6.345190322,6.174226871,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,1,141.74,1,20.3124,6.1421,5.976608571,0.697618204,0.705765514,3.307077384,3.398649879,1.2072,21147374.6,21.1473746,6.288634337,6.119194719,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,2,120.85,1,10.2942,3.0144,2.933180651,0.707174914,0.715064731,3.415007962,3.509569039,0.5994,23112077.36,23.11207736,6.872881672,6.687700218,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,2,120.85,1,10.2942,3.0144,2.933180651,0.707174914,0.715064731,3.415007962,3.509569039,0.5866,22850884.57,22.85088457,6.795210283,6.612121591,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,2,120.85,1,10.2942,3.0144,2.933180651,0.707174914,0.715064731,3.415007962,3.509569039,0.9051,22861754.03,22.86175403,6.798442555,6.615266773,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,3,126.57,1,14.1721,3.6935,3.593983126,0.739382307,0.746404335,3.83703804,3.943285069,1.081,22819055.65,22.81905565,6.785745258,6.602911589,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,3,126.57,1,14.1721,3.6935,3.593983126,0.739382307,0.746404335,3.83703804,3.943285069,0.5243,22295094.28,22.29509428,6.629933885,6.451298365,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,3,126.57,1,14.1721,3.6935,3.593983126,0.739382307,0.746404335,3.83703804,3.943285069,1.1866,22237735.65,22.23773565,6.612877042,6.434701097,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,4,132.72,1,16.0297,5.1231,4.985064289,0.680399508,0.689010756,3.128906326,3.215545291,1.0465,23346525.43,23.34652543,6.942599933,6.755540005,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,4,132.72,1,16.0297,5.1231,4.985064289,0.680399508,0.689010756,3.128906326,3.215545291,1.0833,22953931.9,22.9539319,6.82585366,6.641939319,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,4,132.72,1,16.0297,5.1231,4.985064289,0.680399508,0.689010756,3.128906326,3.215545291,1.1041,22738785.56,22.73878556,6.761875191,6.579684672,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,5,146.57,1,20.7415,5.7033,5.549631505,0.72502953,0.732438276,3.63675416,3.737455358,1.0215,21545329.6,21.5453296,6.40697496,6.234346797,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,5,146.57,1,20.7415,5.7033,5.549631505,0.72502953,0.732438276,3.63675416,3.737455358,1.1403,21387230.87,21.38723087,6.359960845,6.18859942,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,5,146.57,1,20.7415,5.7033,5.549631505,0.72502953,0.732438276,3.63675416,3.737455358,1.0314,21161630.54,21.16163054,6.292873653,6.123319811,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,6,126.95,1,13.9349,4.5812,4.457765127,0.671242707,0.680100673,3.041757618,3.125983448,1.0378,25125669.07,25.12566907,7.471667205,6.579684672,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,6,126.95,1,13.9349,4.5812,4.457765127,0.671242707,0.680100673,3.041757618,3.125983448,1.0949,24542947.2,24.5429472,7.298382112,7.101736066,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,6,126.95,1,13.9349,4.5812,4.457765127,0.671242707,0.680100673,3.041757618,3.125983448,1.1601,24437846.14,24.43784614,7.267128013,7.071324071,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,7,122.77,1,14.171,5.0757,4.938941425,0.641824854,0.651475448,2.791930177,2.869238321,1.0892,24545490.34,24.54549034,7.29913837,8.554706022,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,7,122.77,1,14.171,5.0757,4.938941425,0.641824854,0.651475448,2.791930177,2.869238321,1.0289,24127253.66,24.12725366,7.174766547,6.981451171,
Engraulis mordax,CDFW,1,5/24/2022,SEASIDE,,,25.6,7,122.77,1,14.171,5.0757,4.938941425,0.641824854,0.651475448,2.791930177,2.869238321,1.0403,24295277.95,24.29527795,7.224732244,7.030070604,
